Brands,SKU,MPN,Name,Type,Description,Short description,Regular price,Sale price,Images,Categories,Tags,Position,Published,Is featured?,Visibility in catalog,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Shipping class,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,meta:_dtb_seo_title,meta:_dtb_seo_description
Columbia Tools,AH32,AH32,Columbia 2&#34; Angle Head Carbide Blade,simple,"<p>Columbia 2"" Angle Head Carbide Blade</p>","Columbia 2"" Angle Head Carbide Blade...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttah32.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, AH32, drywall taping tool, finishing tool, columbia",50,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia 2&#34; Angle Head Carbide Blade | AH32,Professional drywall taping tool: Columbia 2&#34; Angle Head Carbide Blade (Part: AH32). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,AH325,AH325,Columbia 2.5&#34; Angle Head Carbide Blade,simple,"<p>Columbia 2.5"" Angle Head Carbide Blade</p>","Columbia 2.5"" Angle Head Carbide Blade...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttah325.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, AH325, drywall taping tool, finishing tool, columbia",51,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia 2.5&#34; Angle Head Carbide Blade | AH325,Professional drywall taping tool: Columbia 2.5&#34; Angle Head Carbide Blade (Part: AH325). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,AH33,AH33,Columbia 3&#34; Angle Head Carbide Blade,simple,"<p>Columbia 3"" Angle Head Carbide Blade</p>","Columbia 3"" Angle Head Carbide Blade...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttah33.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, AH33, drywall taping tool, finishing tool, columbia",52,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia 3&#34; Angle Head Carbide Blade | AH33,Professional drywall taping tool: Columbia 3&#34; Angle Head Carbide Blade (Part: AH33). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,AH335,AH335,Columbia 3.5&#34; Angle Head Carbide Blade,simple,"<p>Columbia 3.5"" Angle Head Carbide Blade</p>","Columbia 3.5"" Angle Head Carbide Blade...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttah335.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, AH335, drywall taping tool, finishing tool, columbia",53,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia 3.5&#34; Angle Head Carbide Blade | AH335,Professional drywall taping tool: Columbia 3.5&#34; Angle Head Carbide Blade (Part: AH335). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,AH4,AH4,Columbia Angle Head Side Blade,simple,<p>Columbia Angle Head Side Blade</p>,Columbia Angle Head Side Blade...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttah4.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, AH4, drywall taping tool, finishing tool, columbia",54,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Angle Head Side Blade | AH4,Professional drywall taping tool: Columbia Angle Head Side Blade (Part: AH4). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,AH6A,AH6A,Columbia Angle Head Ball Holder Release Clip,simple,<p>Columbia Angle Head Ball Holder Release Clip&nbsp;</p>,Columbia Angle Head Ball Holder Release Clip&nbsp;...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttah6a.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, AH6A, drywall taping tool, finishing tool, columbia",55,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Angle Head Ball Holder Release Clip | AH6A,Professional drywall taping tool: Columbia Angle Head Ball Holder Release Clip (Part: AH6A). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,AH72,AH72,Columbia 2&#34; Angle Head Frame Tension Spring,simple,"<p>Columbia 2"" Angle Head Frame Tension Spring&nbsp;</p>","Columbia 2"" Angle Head Frame Tension Spring&nbsp;...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttah72.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, AH72, drywall taping tool, finishing tool, columbia",56,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia 2&#34; Angle Head Frame Tension Spring | AH72,Professional drywall taping tool: Columbia 2&#34; Angle Head Frame Tension Spring (Part: AH72). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,AH725,AH725,Columbia 2.5&#34; Angle Head Frame Tension Spring,simple,"<p>Columbia 2.5"" Angle Head Frame Tension Spring</p>","Columbia 2.5"" Angle Head Frame Tension Spring...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttah725.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, AH725, drywall taping tool, finishing tool, columbia",57,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia 2.5&#34; Angle Head Frame Tension Spring | AH725,Professional drywall taping tool: Columbia 2.5&#34; Angle Head Frame Tension Spring (Part: AH725). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,AH73,AH73,Columbia 3&#34; Angle Head Tension Spring,simple,"<p>Columbia 3"" Angle Head Tension Spring&nbsp;</p>","Columbia 3"" Angle Head Tension Spring&nbsp;...",,,,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, AH73, drywall taping tool, finishing tool, columbia",58,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia 3&#34; Angle Head Tension Spring | AH73,Professional drywall taping tool: Columbia 3&#34; Angle Head Tension Spring (Part: AH73). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,AH735,AH735,Columbia 3.5&#34; Angle Head Frame Tension Spring,simple,"<p>Columbia 3.5"" Angle Head Frame Tension Spring&nbsp;</p>","Columbia 3.5"" Angle Head Frame Tension Spring&nbsp;...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttah735.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, AH735, drywall taping tool, finishing tool, columbia",59,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia 3.5&#34; Angle Head Frame Tension Spring | AH735,Professional drywall taping tool: Columbia 3.5&#34; Angle Head Frame Tension Spring (Part: AH735). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,AH8,AH8,Columbia Angle Head Retainer Clip,simple,<p>Columbia Angle Head Retainer Clip</p>,Columbia Angle Head Retainer Clip...,,,,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, AH8, drywall taping tool, finishing tool, columbia",60,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Angle Head Retainer Clip | AH8,Professional drywall taping tool: Columbia Angle Head Retainer Clip (Part: AH8). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,AH9,AH9,Columbia Angle Head Retainer Clip,simple,<p>Columbia Angle Head Retainer Clip</p>,Columbia Angle Head Retainer Clip...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttah9.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, AH9, drywall taping tool, finishing tool, columbia",61,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Angle Head Retainer Clip | AH9,Professional drywall taping tool: Columbia Angle Head Retainer Clip (Part: AH9). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,AHA,AHA,Columbia Anglehead Adaptor,simple,<p>The Anglehead Adaptor is used on the Columbia One Handle System to seamlessly adjust from Corner Roller and Nailspotter to Anglehead! The AHA is purchased separately.</p>,The Anglehead Adaptor is used on the Columbia One Handle System to seamlessly adjust from Corner Roller and Nailspotter to Anglehead! The AHA is pu...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttaha.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, AHA, drywall taping tool, finishing tool, columbia",62,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Anglehead Adaptor | AHA,Professional drywall taping tool: Columbia Anglehead Adaptor (Part: AHA). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,AHRBK2,AHRBK2,Columbia 2&#34; Anglehead Blade Maintenance Kit,simple,<p>There are currently no resources for this product.</p>,There are currently no resources for this product....,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttahrbk2.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, AHRBK2, drywall taping tool, finishing tool, columbia",63,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia 2&#34; Anglehead Blade Maintenance Kit | AHRBK2,Professional drywall taping tool: Columbia 2&#34; Anglehead Blade Maintenance Kit (Part: AHRBK2). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,AHRBK25,AHRBK25,Columbia 2.5&#34; Anglehead Blade Maintenance Kit,simple,<p>There are currently no resources for this product.</p>,There are currently no resources for this product....,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttahrbk25.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, AHRBK25, drywall taping tool, finishing tool, columbia",64,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia 2.5&#34; Anglehead Blade Maintenance Kit | AHRBK25,Professional drywall taping tool: Columbia 2.5&#34; Anglehead Blade Maintenance Kit (Part: AHRBK25). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,AHRBK3,AHRBK3,Columbia 3&#34; Anglehead Blade Maintenance Kit,simple,<p>There are currently no resources for this product.</p>,There are currently no resources for this product....,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttahrbk3.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, AHRBK3, drywall taping tool, finishing tool, columbia",65,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia 3&#34; Anglehead Blade Maintenance Kit | AHRBK3,Professional drywall taping tool: Columbia 3&#34; Anglehead Blade Maintenance Kit (Part: AHRBK3). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,AHRBK35,AHRBK35,Columbia 3.5&#34; Anglehead Blade Maintenance Kit,simple,<p>There are currently no resources for this product.</p>,There are currently no resources for this product....,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttahrbk35.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, AHRBK35, drywall taping tool, finishing tool, columbia",66,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia 3.5&#34; Anglehead Blade Maintenance Kit | AHRBK35,Professional drywall taping tool: Columbia 3.5&#34; Anglehead Blade Maintenance Kit (Part: AHRBK35). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,BF,BF,Columbia Box Filler,simple,"<p>Available for both our regular and Tallboy pumps, these aluminum and stainless steel attachments are tough and effective. The Box Filler makes filling your Flat Boxes, Nail Spotters and Corner Boxes a dream.</p>","Available for both our regular and Tallboy pumps, these aluminum and stainless steel attachments are tough and effective. The Box Filler makes fill...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttbf.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, BF, drywall taping tool, finishing tool, columbia",67,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Box Filler | BF,Professional drywall taping tool: Columbia Box Filler (Part: BF). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,BH06,BH06,Columbia Box Handle Hinge Pin (180 Grip),simple,<p>Columbia Box Handle Hinge Pin (180 Grip)</p>,Columbia Box Handle Hinge Pin (180 Grip)...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttbh06.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, BH06, drywall taping tool, finishing tool, columbia",68,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Box Handle Hinge Pin (180 Grip) | BH06,Professional drywall taping tool: Columbia Box Handle Hinge Pin (180 Grip) (Part: BH06). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,BH07,BH07,Columbia Box Handle Cam Follower,simple,<p>There are currently no resources for this product.</p>,There are currently no resources for this product....,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttbh07.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, BH07, drywall taping tool, finishing tool, columbia",69,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Box Handle Cam Follower | BH07,Professional drywall taping tool: Columbia Box Handle Cam Follower (Part: BH07). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,BH1,BH1,Columbia Mounting Plate (180 Grip),simple,<p>Columbia Mounting Plate (180 Grip)</p>,Columbia Mounting Plate (180 Grip)...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttbh1.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, BH1, drywall taping tool, finishing tool, columbia",70,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Mounting Plate (180 Grip) | BH1,Professional drywall taping tool: Columbia Mounting Plate (180 Grip) (Part: BH1). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,BH2,BH2,Columbia Box Handle Plate (180 Grip),simple,<p>Columbia Box Handle Plate (180 Grip)</p>,Columbia Box Handle Plate (180 Grip)...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttbh2.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, BH2, drywall taping tool, finishing tool, columbia",71,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Box Handle Plate (180 Grip) | BH2,Professional drywall taping tool: Columbia Box Handle Plate (180 Grip) (Part: BH2). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,BH4,BH4,Columbia Lower Brake Lever,simple,<p>Columbia Lower Brake Lever</p>,Columbia Lower Brake Lever...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttbh4.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, BH4, drywall taping tool, finishing tool, columbia",72,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Lower Brake Lever | BH4,Professional drywall taping tool: Columbia Lower Brake Lever (Part: BH4). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,BH5,BH5,Columbia Upper Mounting Bracket (180 Grip),simple,<p>&nbsp;Columbia Upper Mounting Bracket (180 Grip)&nbsp;</p>,&nbsp;Columbia Upper Mounting Bracket (180 Grip)&nbsp;...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttbh5.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, BH5, drywall taping tool, finishing tool, columbia",73,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Upper Mounting Bracket (180 Grip) | BH5,Professional drywall taping tool: Columbia Upper Mounting Bracket (180 Grip) (Part: BH5). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,C12MPX6,C12MPX6,Columbia 12&#34; Stainless Steel Mud Pan,simple,"<p>Introducing the Columbia Mud Pan&mdash;the first in our new line of premium hand tools, designed for professionals who demand durability, comfort, and performance. Crafted from heavy-gauge stainless steel, this mud pan is built to withstand the toughest tasks, while its watertight, laser-welded seams ensure long-lasting reliability. With tapered ends and sides for a secure grip, this tool is ready to handle any job with ease. Plus, every Columbia Mud Pan comes with a free soft, non-slip rubber grip for enhanced comfort and ease of use.</p>","Introducing the Columbia Mud Pan&mdash;the first in our new line of premium hand tools, designed for professionals who demand durability, comfort,...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttc12mpx6.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, C12MPX6, drywall taping tool, finishing tool, columbia",74,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia 12&#34; Stainless Steel Mud Pan | C12MPX6,Professional drywall taping tool: Columbia 12&#34; Stainless Steel Mud Pan (Part: C12MPX6). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,C14MPX6,C14MPX6,Columbia 14&#34; Stainless Steel Mud Pan,simple,"<p>Introducing the Columbia Mud Pan&mdash;the first in our new line of premium hand tools, designed for professionals who demand durability, comfort, and performance. Crafted from heavy-gauge stainless steel, this mud pan is built to withstand the toughest tasks, while its watertight, laser-welded seams ensure long-lasting reliability. With tapered ends and sides for a secure grip, this tool is ready to handle any job with ease. Plus, every Columbia Mud Pan comes with a free soft, non-slip rubber grip for enhanced comfort and ease of use.</p>","Introducing the Columbia Mud Pan&mdash;the first in our new line of premium hand tools, designed for professionals who demand durability, comfort,...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttc14mpx6.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, C14MPX6, drywall taping tool, finishing tool, columbia",75,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia 14&#34; Stainless Steel Mud Pan | C14MPX6,Professional drywall taping tool: Columbia 14&#34; Stainless Steel Mud Pan (Part: C14MPX6). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,C1H,C1H,Columbia 4&#39; Extendable One Handle,simple,"<p>The Columbia One Handle is designed to work with your Columbia products universally. From the Nail Spotters and Angleheads, to the Rollers and the Corner Boxes, the One system allows you to lighten your load and still utilize all the finishing tools you love. Add a Tomalock adaptor and you can even use this handle with Flat Boxes if necessary. &nbsp;This One handle is all you&rsquo;ll need.</p>","The Columbia One Handle is designed to work with your Columbia products universally. From the Nail Spotters and Angleheads, to the Rollers and the...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttc1h.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, C1H, drywall taping tool, finishing tool, columbia",76,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia 4&#39; Extendable One Handle | C1H,Professional drywall taping tool: Columbia 4&#39; Extendable One Handle (Part: C1H). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,C1HEXT,C1HEXT,Columbia 3&#39;-5&#39; Extendable One Handle,simple,"<p>The Columbia One Handle is designed to work with your Columbia products universally. From the Nail Spotters and Angleheads, to the Rollers and the Corner Boxes, the One system allows you to lighten your load and still utilize all the finishing tools you love. Add a Tomalock adaptor and you can even use this handle with Flat Boxes if necessary. &nbsp;This One handle is all you&rsquo;ll need.</p>","The Columbia One Handle is designed to work with your Columbia products universally. From the Nail Spotters and Angleheads, to the Rollers and the...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttc1hext.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, C1HEXT, drywall taping tool, finishing tool, columbia",77,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia 3&#39;-5&#39; Extendable One Handle | C1HEXT,Professional drywall taping tool: Columbia 3&#39;-5&#39; Extendable One Handle (Part: C1HEXT). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CBNCR,CBNCR,Columbia Outside Bullnose Corner Roller,simple,"<p>Offering four different profiles, Columbia Outside Corner Rollers will be sure to make your tape on bead setting job faster.</p>","Offering four different profiles, Columbia Outside Corner Rollers will be sure to make your tape on bead setting job faster....",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcbncr.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CBNCR, drywall taping tool, finishing tool, columbia",78,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Outside Bullnose Corner Roller | CBNCR,Professional drywall taping tool: Columbia Outside Bullnose Corner Roller (Part: CBNCR). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CC,CC,Columbia Corner Cobra Adjustable Roller,simple,"<p>The Corner Cobra is an amazing time saving tool. It allows the user to roll out No-Coat and other structural corner beads at almost all inside and outside angles. We have heard back from users that it does it quicker and better, which is to us a home run. Another one of our patented products that is changing the time it takes to finish a job.</p>",The Corner Cobra is an amazing time saving tool. It allows the user to roll out No-Coat and other structural corner beads at almost all inside and...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcc.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CC, drywall taping tool, finishing tool, columbia",79,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Corner Cobra Adjustable Roller | CC,Professional drywall taping tool: Columbia Corner Cobra Adjustable Roller (Part: CC). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CEXT90,CEXT90,Columbia External 90 Mud Applicator,simple,"<p>The Columbia External 90 &deg; Mud Applicator works for all sizes of outside bead as it puts out 3 layers of mud, one in the middle, and one on each side. The amount of pressure applied to the tube will dictate how much mud you need for larger or smaller bead. These applicators are machined from solid billet aluminum and are very accurate as their Delrin wheels glide along the wall.</p>","The Columbia External 90 &deg; Mud Applicator works for all sizes of outside bead as it puts out 3 layers of mud, one in the middle, and one on eac...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcext90.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CEXT90, drywall taping tool, finishing tool, columbia",80,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia External 90 Mud Applicator | CEXT90,Professional drywall taping tool: Columbia External 90 Mud Applicator (Part: CEXT90). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CF1B,CF1B,Columbia Direct Plate - Flusher,simple,<p>Columbia Direct Plate - Flusher</p>,Columbia Direct Plate - Flusher...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcf1b.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CF1B, drywall taping tool, finishing tool, columbia",81,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Direct Plate - Flusher | CF1B,Professional drywall taping tool: Columbia Direct Plate - Flusher (Part: CF1B). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CF4L,CF4L,Columbia Ball Spring Long Flusher,simple,<p>Columbia Ball Spring Long Flusher</p>,Columbia Ball Spring Long Flusher...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcf4l.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CF4L, drywall taping tool, finishing tool, columbia",82,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Ball Spring Long Flusher | CF4L,Professional drywall taping tool: Columbia Ball Spring Long Flusher (Part: CF4L). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CFB15,CFB15,Columbia Door Hinge,simple,<p>Columbia Door Hinge</p>,Columbia Door Hinge...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcfb15.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CFB15, drywall taping tool, finishing tool, columbia",83,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Door Hinge | CFB15,Professional drywall taping tool: Columbia Door Hinge (Part: CFB15). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CFB16,CFB16,Columbia Nylatron Bushing,simple,<p>Columbia Nylatron Bushing</p>,Columbia Nylatron Bushing...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcfb16.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CFB16, drywall taping tool, finishing tool, columbia",84,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Nylatron Bushing | CFB16,Professional drywall taping tool: Columbia Nylatron Bushing (Part: CFB16). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CFB1A,CFB1A,Columbia Hinge Seal,simple,<p>Columbia Hinge Seal</p>,Columbia Hinge Seal...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcfb1a.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CFB1A, drywall taping tool, finishing tool, columbia",85,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Hinge Seal | CFB1A,Professional drywall taping tool: Columbia Hinge Seal (Part: CFB1A). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CFB28,CFB28,Columbia 8&#34; Roll Face,simple,"<p>Columbia 8"" Roll Face&nbsp;</p>","Columbia 8"" Roll Face&nbsp;...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcfb28.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CFB28, drywall taping tool, finishing tool, columbia",86,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia 8&#34; Roll Face | CFB28,Professional drywall taping tool: Columbia 8&#34; Roll Face (Part: CFB28). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CFB47,CFB47,Columbia 7&#34; Pressure Door,simple,"<p>Columbia 7"" Pressure Door</p>","Columbia 7"" Pressure Door...",,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcfb47.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CFB47, drywall taping tool, finishing tool, columbia",87,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia 7&#34; Pressure Door | CFB47,Professional drywall taping tool: Columbia 7&#34; Pressure Door (Part: CFB47). Columbia Tools quality. High-performance finishing equipment for contractors.
