Brands,Type,SKU,MPN,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 used for variations,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 used for variations,Meta: _dtb_seo_title,Meta: _dtb_seo_description,Meta: _mpn,Meta: _csr_product_id,Meta: _csr_handle,Meta: _dtb_seo_focus_kw,Meta: _dtb_seo_canonical,Meta: _dtb_seo_noindex
Columbia Taping Tools,variation,BH6,BH6,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,11.94,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-BH6_01_1_7aa57bcf-6b5b-4e4a-bb69-34f792c8d5c8.jpg?v=1752063696,,,COL-4449565540491,,,,,,3,Brand,Columbia Taping Tools,1,1,0,Part Number,BH6 - Hinge Pin,1,1,1,Columbia Hydra-Reach Box Handle Repair Parts – BH6 - Hinge Pin,Columbia Hydra-Reach Box Handle Repair Parts – BH6 - Hinge Pin. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…,BH6,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,FA252,FA252,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,0.64,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/FA252.jpg?v=1763480568,,,COL-4449565540491,,,,,,4,Brand,Columbia Taping Tools,1,1,0,Part Number,FA252 - #8 Star Washer,1,1,1,Columbia Hydra-Reach Box Handle Repair Parts – FA252 - #8 Star Washer,Columbia Hydra-Reach Box Handle Repair Parts – FA252 - #8 Star Washer. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…,FA252,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,FA256-FA256,FA256-FA256,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,0.64,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/FA256.jpg?v=1746450090,,,COL-4449565540491,,,,,,5,Brand,Columbia Taping Tools,1,1,0,Part Number,"FA256 - 8-32 X 3/16"" Pan Slot",1,1,1,"Columbia Hydra-Reach Box Handle Repair Parts – FA256 - 8-32 X 3/16"" Pan Slot","Columbia Hydra-Reach Box Handle Repair Parts – FA256 - 8-32 X 3/16"" Pan Slot. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…",FA256-FA256,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,FA259,FA259,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,0.64,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA259_01_1.jpg?v=1764001257,,,COL-4449565540491,,,,,,6,Brand,Columbia Taping Tools,1,1,0,Part Number,"FA259 8-32 X 5/16"" Binder Slot",1,1,1,"Columbia Hydra-Reach Box Handle Repair Parts – FA259 8-32 X 5/16"" Binder Slot","Columbia Hydra-Reach Box Handle Repair Parts – FA259 8-32 X 5/16"" Binder Slot. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…",FA259,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,FA311,FA311,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,1.78,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA311_01_1_34eb014f-64bb-4fdb-9720-761afe49947d.jpg?v=1762972652,,,COL-4449565540491,,,,,,7,Brand,Columbia Taping Tools,1,1,0,Part Number,"FA311 - 1/4-28 X 1/2"" Socket Head",1,1,1,"Columbia Hydra-Reach Box Handle Repair Parts – FA311 - 1/4-28 X 1/2"" Socket Head","Columbia Hydra-Reach Box Handle Repair Parts – FA311 - 1/4-28 X 1/2"" Socket Head. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…",FA311,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,FA312,FA312,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,1.78,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/COL-FA312_01_1_6cb3d041-25c4-4fac-b886-9b1609ccea6b.jpg?v=1764182684,,,COL-4449565540491,,,,,,8,Brand,Columbia Taping Tools,1,1,0,Part Number,"FA312 - 10-24 X 1/4"" Socket Hand Set",1,1,1,"Columbia Hydra-Reach Box Handle Repair Parts – FA312 - 10-24 X 1/4"" Socket Hand Set","Columbia Hydra-Reach Box Handle Repair Parts – FA312 - 10-24 X 1/4"" Socket Hand Set. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…",FA312,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,FA315,FA315,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,2.00,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/FA315.jpg?v=1746447984,,,COL-4449565540491,,,,,,9,Brand,Columbia Taping Tools,1,1,0,Part Number,"FA315 10-32 X 3/8"" Flat Socket Head",1,1,1,"Columbia Hydra-Reach Box Handle Repair Parts – FA315 10-32 X 3/8"" Flat Socket Head","Columbia Hydra-Reach Box Handle Repair Parts – FA315 10-32 X 3/8"" Flat Socket Head. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…",FA315,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,FA316,FA316,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,2.00,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/FA316.jpg?v=1763480668,,,COL-4449565540491,,,,,,10,Brand,Columbia Taping Tools,1,1,0,Part Number,"FA316 - 10-32 X 1/2"" Flat Socket Head",1,1,1,"Columbia Hydra-Reach Box Handle Repair Parts – FA316 - 10-32 X 1/2"" Flat Socket Head","Columbia Hydra-Reach Box Handle Repair Parts – FA316 - 10-32 X 1/2"" Flat Socket Head. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…",FA316,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,FA320,FA320,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,2.00,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/FA320.jpg?v=1746465395,,,COL-4449565540491,,,,,,11,Brand,Columbia Taping Tools,1,1,0,Part Number,"FA320 - 1/4-28-3/8"" Socket Set Screw",1,1,1,"Columbia Hydra-Reach Box Handle Repair Parts – FA320 - 1/4-28-3/8"" Socket Set Screw","Columbia Hydra-Reach Box Handle Repair Parts – FA320 - 1/4-28-3/8"" Socket Set Screw. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…",FA320,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,HH2,HH2,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,84.36,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/HH2.jpg?v=1746447984,,,COL-4449565540491,,,,,,12,Brand,Columbia Taping Tools,1,1,0,Part Number,HH2 - Upper Mounting Bracket,1,1,1,Columbia Hydra-Reach Box Handle Repair Parts – HH2 - Upper Mounting Bracket,Columbia Hydra-Reach Box Handle Repair Parts – HH2 - Upper Mounting Bracket. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…,HH2,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,HH7,HH7,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,28.12,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/HH7.jpg?v=1746447984,,,COL-4449565540491,,,,,,13,Brand,Columbia Taping Tools,1,1,0,Part Number,HH7 - Brake,1,1,1,Columbia Hydra-Reach Box Handle Repair Parts – HH7 - Brake,Columbia Hydra-Reach Box Handle Repair Parts – HH7 - Brake. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…,HH7,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,HH8-HH8,HH8-HH8,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,57.41,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/HH8.jpg?v=1746447984,,,COL-4449565540491,,,,,,14,Brand,Columbia Taping Tools,1,1,0,Part Number,HH8 - Hydra Reach Handle Tube,1,1,1,Columbia Hydra-Reach Box Handle Repair Parts – HH8 - Hydra Reach Handle Tube,Columbia Hydra-Reach Box Handle Repair Parts – HH8 - Hydra Reach Handle Tube. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…,HH8-HH8,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,HH9,HH9,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,51.62,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/HH9.jpg?v=1766155873,,,COL-4449565540491,,,,,,15,Brand,Columbia Taping Tools,1,1,0,Part Number,HH9 - Coiled Hydraulic Line,1,1,1,Columbia Hydra-Reach Box Handle Repair Parts – HH9 - Coiled Hydraulic Line,Columbia Hydra-Reach Box Handle Repair Parts – HH9 - Coiled Hydraulic Line. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…,HH9,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,HH10A,HH10A,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,2.11,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/HH10A.jpg?v=1746447984,,,COL-4449565540491,,,,,,16,Brand,Columbia Taping Tools,1,1,0,Part Number,HH10A - Top Cap,1,1,1,Columbia Hydra-Reach Box Handle Repair Parts – HH10A - Top Cap,Columbia Hydra-Reach Box Handle Repair Parts – HH10A - Top Cap. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…,HH10A,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,HH10B,HH10B,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,2.00,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/HH10B.jpg?v=1766000201,,,COL-4449565540491,,,,,,17,Brand,Columbia Taping Tools,1,1,0,Part Number,HH10B - Bottom Cap,1,1,1,Columbia Hydra-Reach Box Handle Repair Parts – HH10B - Bottom Cap,Columbia Hydra-Reach Box Handle Repair Parts – HH10B - Bottom Cap. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…,HH10B,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,HH12,HH12,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,5.62,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/HH12.jpg?v=1746447984,,,COL-4449565540491,,,,,,18,Brand,Columbia Taping Tools,1,1,0,Part Number,HH12 - Brake Spring,1,1,1,Columbia Hydra-Reach Box Handle Repair Parts – HH12 - Brake Spring,Columbia Hydra-Reach Box Handle Repair Parts – HH12 - Brake Spring. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…,HH12,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,HH13,HH13,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,20.09,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/HH13.jpg?v=1762537181,,,COL-4449565540491,,,,,,19,Brand,Columbia Taping Tools,1,1,0,Part Number,HH13 - Brake Pin,1,1,1,Columbia Hydra-Reach Box Handle Repair Parts – HH13 - Brake Pin,Columbia Hydra-Reach Box Handle Repair Parts – HH13 - Brake Pin. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…,HH13,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,HH14,HH14,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,21.69,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/HH14.jpg?v=1746447984,,,COL-4449565540491,,,,,,20,Brand,Columbia Taping Tools,1,1,0,Part Number,HH14 - Brake Piston,1,1,1,Columbia Hydra-Reach Box Handle Repair Parts – HH14 - Brake Piston,Columbia Hydra-Reach Box Handle Repair Parts – HH14 - Brake Piston. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…,HH14,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,HH15,HH15,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,18.35,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/HH15.jpg?v=1746447984,,,COL-4449565540491,,,,,,21,Brand,Columbia Taping Tools,1,1,0,Part Number,HH15 - Grip Sleeve Octagon,1,1,1,Columbia Hydra-Reach Box Handle Repair Parts – HH15 - Grip Sleeve Octagon,Columbia Hydra-Reach Box Handle Repair Parts – HH15 - Grip Sleeve Octagon. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…,HH15,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,HH16,HH16,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,33.74,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/HH16.jpg?v=1746447984,,,COL-4449565540491,,,,,,22,Brand,Columbia Taping Tools,1,1,0,Part Number,HH16 - Piston Housing,1,1,1,Columbia Hydra-Reach Box Handle Repair Parts – HH16 - Piston Housing,Columbia Hydra-Reach Box Handle Repair Parts – HH16 - Piston Housing. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…,HH16,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,HH16A,HH16A,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,21.07,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/HH16A.jpg?v=1764182775,,,COL-4449565540491,,,,,,23,Brand,Columbia Taping Tools,1,1,0,Part Number,HH16A - Bleeder Screw,1,1,1,Columbia Hydra-Reach Box Handle Repair Parts – HH16A - Bleeder Screw,Columbia Hydra-Reach Box Handle Repair Parts – HH16A - Bleeder Screw. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…,HH16A,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
Columbia Taping Tools,variation,HH17A,HH17A,,Columbia Hydra-Reach Box Handle Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.02,,,,0,,,5.62,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/HH17A.jpg?v=1746447984,,,COL-4449565540491,,,,,,24,Brand,Columbia Taping Tools,1,1,0,Part Number,HH17A - Brass Connector 1,1,1,1,Columbia Hydra-Reach Box Handle Repair Parts – HH17A - Brass Connector 1,Columbia Hydra-Reach Box Handle Repair Parts – HH17A - Brass Connector 1. Hydra Reach 180 Grip Assembly Schematic (2015) ﻿Download schematic Hydra Reach Extendible Box Handle Schematic (2014)…,HH17A,4449565540491,columbia-hydra-reach-box-handle-repair-parts,,,
