Brands,Type,SKU,MPN,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 used for variations,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 used for variations,Meta: _dtb_seo_title,Meta: _dtb_seo_description,Meta: _mpn,Meta: _csr_product_id,Meta: _csr_handle,Meta: _dtb_seo_focus_kw,Meta: _dtb_seo_canonical,Meta: _dtb_seo_noindex
Level 5 Tools,variation,4-782,4-782,,Level 5 Flat Box Extendable Handle,1,0,visible,,,,,taxable,,1,,,0,0,10.00,,,,0,,,386.74,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-782.jpg?v=1579295136,,,4-7-4463341928587,,,,,,1,Brand,Level 5 Tools,1,1,0,Size,"23"" - 32""",1,1,1,"Level 5 Flat Box Extendable Handle – 23"" - 32""","Level 5 Flat Box Extendable Handle – 23"" - 32"". Lightweight aluminum build and easy slide adjustment lever provide unrivaled performance and convenience. Features…",4-782,4463341928587,level-5-flat-box-extension-handle,,,
Level 5 Tools,variation,4-781,4-781,,Level 5 Flat Box Extendable Handle,1,0,visible,,,,,taxable,,1,,,0,0,10.00,,,,0,,,412.33,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-781.jpg?v=1579295156,,,4-7-4463341928587,,,,,,2,Brand,Level 5 Tools,1,1,0,Size,"30"" - 42""",1,1,1,"Level 5 Flat Box Extendable Handle – 30"" - 42""","Level 5 Flat Box Extendable Handle – 30"" - 42"". Lightweight aluminum build and easy slide adjustment lever provide unrivaled performance and convenience. Features…",4-781,4463341928587,level-5-flat-box-extension-handle,,,
Level 5 Tools,variation,4-780,4-780,,Level 5 Flat Box Extendable Handle,1,0,visible,,,,,taxable,,1,,,0,0,10.00,,,,0,,,425.42,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-780.jpg?v=1579295171,,,4-7-4463341928587,,,,,,3,Brand,Level 5 Tools,1,1,0,Size,"40"" - 62""",1,1,1,"Level 5 Flat Box Extendable Handle – 40"" - 62""","Level 5 Flat Box Extendable Handle – 40"" - 62"". Lightweight aluminum build and easy slide adjustment lever provide unrivaled performance and convenience. Features…",4-780,4463341928587,level-5-flat-box-extension-handle,,,
Level 5 Tools,variation,4-759,4-759,,Level 5 Flat Box Extendable Handle,1,0,visible,,,,,taxable,,1,,,0,0,10.00,,,,0,,,438.51,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-759.jpg?v=1677768341,,,4-7-4463341928587,,,,,,4,Brand,Level 5 Tools,1,1,0,Size,"48"" - 78""",1,1,1,"Level 5 Flat Box Extendable Handle – 48"" - 78""","Level 5 Flat Box Extendable Handle – 48"" - 78"". Lightweight aluminum build and easy slide adjustment lever provide unrivaled performance and convenience. Features…",4-759,4463341928587,level-5-flat-box-extension-handle,,,
Level 5 Tools,variable,4-73,4-73,,Level 5 Corner Finisher,1,0,visible,"The Level 5 Tools Corner Finisher has a classic, high quality cast-aluminum design that evenly finishes both sides of inside corners in a single pass. The frames are cast and machined out of high-strength stainless steel and the high-carbon steel…","<p>The Level 5 Tools Corner Finisher has a classic, high quality cast-aluminum design that evenly finishes both sides of inside corners in a single pass. The frames are cast and machined out of high-strength stainless steel and the high-carbon steel blades are designed to last longer and chip less than competitive blades. The newly added quick release clip allows for fast and easy installation and removal from the corner finisher handle while securely locking it into place during use. Available in 2.5"", 3"", 3.5” and now, the new 4"" size!</p>
<h3>Features</h3>
<ul>
<li>Premium grade aluminum body for robust reliability</li>
<li>Precision-machined, welded stainless steel frame</li>
<li>Brass/rubber wheels for smoother wall travel (removable)</li>
<li>Carbide blades and skids which last longer than stainless steel</li>
</ul>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Level 5 Tools > Automatic Tapers,"4-732, 4-733, 4-734, 4-735, angle head, corner flusher, level 5, level5, Automatic Taping Tools",,"https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-732.jpg?v=1620378234, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-733.jpg?v=1620378234, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-734.jpg?v=1620378234, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-735.jpg?v=1620378234",,,,,,,,,291,Brand,Level 5 Tools,1,1,0,Size,"2.5"" | 3"" | 3.5"" | 4""",1,1,1,Level 5 Corner Finisher,"The Level 5 Tools Corner Finisher has a classic, high quality cast-aluminum design that evenly finishes both sides of inside corners in a single pass. The…",4-73,4463341535371,level-5-corner-finisher,level 5 corner finisher,,
Level 5 Tools,variation,4-732,4-732,,Level 5 Corner Finisher,1,0,visible,,,,,taxable,,1,,,0,0,5.00,,,,0,,,556.32,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-732.jpg?v=1620378234,,,4-73,,,,,,1,Brand,Level 5 Tools,1,1,0,Size,"2.5""",1,1,1,"Level 5 Corner Finisher – 2.5""","Level 5 Corner Finisher – 2.5"". The Level 5 Tools Corner Finisher has a classic, high quality cast-aluminum design that evenly finishes both sides of…",4-732,4463341535371,level-5-corner-finisher,,,
Level 5 Tools,variation,4-733,4-733,,Level 5 Corner Finisher,1,0,visible,,,,,taxable,,1,,,0,0,5.00,,,,0,,,569.41,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-733.jpg?v=1620378234,,,4-73,,,,,,2,Brand,Level 5 Tools,1,1,0,Size,"3""",1,1,1,"Level 5 Corner Finisher – 3""","Level 5 Corner Finisher – 3"". The Level 5 Tools Corner Finisher has a classic, high quality cast-aluminum design that evenly finishes both sides of…",4-733,4463341535371,level-5-corner-finisher,,,
Level 5 Tools,variation,4-734,4-734,,Level 5 Corner Finisher,1,0,visible,,,,,taxable,,1,,,0,0,5.00,,,,0,,,582.50,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-734.jpg?v=1620378234,,,4-73,,,,,,3,Brand,Level 5 Tools,1,1,0,Size,"3.5""",1,1,1,"Level 5 Corner Finisher – 3.5""","Level 5 Corner Finisher – 3.5"". The Level 5 Tools Corner Finisher has a classic, high quality cast-aluminum design that evenly finishes both sides of…",4-734,4463341535371,level-5-corner-finisher,,,
Level 5 Tools,variation,4-735,4-735,,Level 5 Corner Finisher,1,0,visible,,,,,taxable,,1,,,0,0,5.00,,,,0,,,595.59,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-735.jpg?v=1620378234,,,4-73,,,,,,4,Brand,Level 5 Tools,1,1,0,Size,"4""",1,1,1,"Level 5 Corner Finisher – 4""","Level 5 Corner Finisher – 4"". The Level 5 Tools Corner Finisher has a classic, high quality cast-aluminum design that evenly finishes both sides of…",4-735,4463341535371,level-5-corner-finisher,,,
Level 5 Tools,variable,4-70,4-70,,Level 5 Corner Applicator,1,0,visible,"A Corner Applicator Box is used to apply a steady flow of joint compound over taped inside and outside corners. PREMIUM MATERIALS | Made of high quality, anodized aluminum and a long-wearing urethane wiper seal. HIGH-QUALITY CONSTRUCTION |…","<p>A Corner Applicator Box is used to apply a steady flow of joint compound over taped inside and outside corners.</p>
<ul>
<li>PREMIUM MATERIALS | Made of high quality, anodized aluminum and a long-wearing urethane wiper seal.</li>
<li>HIGH-QUALITY CONSTRUCTION | Lab-tested to more than 100,000 cycles with no visible wear or leakage.</li>
<li>MADE TO LAST | Our tools are built for reliable, daily use on the job site.</li>
<li>GUARANTEED PERFORMANCE | Made to exceed your expectations, and backed by an industry-leading 7-year warranty.</li>
<li>PROFESSIONAL GRADE | LEVEL5 drywall automatic taping and finishing tools have been designed and built using nearly 20 years of input from professional finishers.</li>
</ul>
<h3>Features
</h3>
<ul>
<li>Heavy-gauge aluminum housing</li>
<li>Precision-machined components</li>
<li>Premium urethane wiper gasket - lab-tested to more than 100,000 cycles with no visible sign of wear or leakage</li>
<li>Large, sturdy handle bracket prevents any pressure plate warping during use</li>
<li>Full stainless steel cone for long service life</li>
<li>7-year, no-hassle warranty</li>
</ul>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Level 5 Tools > Automatic Tapers,"4-701, 4-702, corner box, cornerbox, Level 5, Automatic Taping Tools",,"https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-701_a0acdd44-fc2e-420c-b64e-bf1043c32512.jpg?v=1681434097, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-701-2.jpg?v=1681434095, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-701-3.jpg?v=1681434097, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-702_4e700761-cc52-4f37-8ffa-a57a809b11a8.jpg?v=1681434096, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-702-2.jpg?v=1681434096, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-702-3.jpg?v=1681434096, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-702_1_700px.jpg?v=1681434195",,,,,,,,,292,Brand,Level 5 Tools,1,1,0,Size,"7"" | 8""",1,1,1,Level 5 Corner Applicator,"A Corner Applicator Box is used to apply a steady flow of joint compound over taped inside and outside corners. PREMIUM MATERIALS | Made of high quality,…",4-70,4463341240459,level-5-corner-applicator,level 5 corner applicator,,
Level 5 Tools,variation,4-701,4-701,,Level 5 Corner Applicator,1,0,visible,,,,,taxable,,1,,,0,0,5.00,,,,0,,,399.83,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-701_a0acdd44-fc2e-420c-b64e-bf1043c32512.jpg?v=1681434097,,,4-70,,,,,,1,Brand,Level 5 Tools,1,1,0,Size,"7""",1,1,1,"Level 5 Corner Applicator – 7""","Level 5 Corner Applicator – 7"". A Corner Applicator Box is used to apply a steady flow of joint compound over taped inside and outside corners. PREMIUM…",4-701,4463341240459,level-5-corner-applicator,,,
Level 5 Tools,variation,4-702,4-702,,Level 5 Corner Applicator,1,0,visible,,,,,taxable,,1,,,0,0,5.00,,,,0,,,412.33,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-702_4e700761-cc52-4f37-8ffa-a57a809b11a8.jpg?v=1681434096,,,4-70,,,,,,2,Brand,Level 5 Tools,1,1,0,Size,"8""",1,1,1,"Level 5 Corner Applicator – 8""","Level 5 Corner Applicator – 8"". A Corner Applicator Box is used to apply a steady flow of joint compound over taped inside and outside corners. PREMIUM…",4-702,4463341240459,level-5-corner-applicator,,,
Level 5 Tools,variable,4-8,4-8,,Level 5 Compound Pump Repair Parts,1,0,visible,LEVEL5 Tools has a wide range of maintenance and/or rebuild kits available for its line of automatic drywall taping & finishing tools. Used for 4-771 Compound Pump Repair Kit (4-860) Brass nut bushings (2 x #7345) Screens (2 x #9348) Pump tube…,"<p>LEVEL5 Tools has a wide range of maintenance and/or rebuild kits available for its line of automatic drywall taping &amp; finishing tools. Used for 4-771 Compound Pump</p>
<h3>Repair Kit (4-860)</h3>
<ul>
<li>Brass nut bushings (2 x #7345)</li>
<li>Screens (2 x #9348)</li>
<li>Pump tube gaskets (2 x #7633)</li>
<li>O-rings for filler valve and gooseneck (2 x #7350)</li>
<li>U-cups (2 x #7324)</li>
<li>Gaskets (2 x #7362)</li>
</ul>
<h3>Rebuild Kit (4-801)</h3>
<ul>
<li>Brass Nut Bushing ( #7345)</li>
<li>Piston cup (#7328)</li>
<li>Valve discs (2 x #7329)</li>
<li>U-cup (7324)</li>
</ul>
<h3>Filler Gaskets (10 PACK) For Compound Pump (4-823)</h3>
<h3>O-Rings (10 PACK) For Filler Valve or Gooseneck Fikker Tube (4-824)</h3>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Level 5 Tools > Repair Kits & Parts,"level 5 parts, level 5 pump parts, level 5 pump repair, pump repair, Level 5, Parts",,"https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-860.jpg?v=1606135494, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-801.jpg?v=1606135790, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-823.jpg?v=1579292843, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-824.jpg?v=1579292858",,,,,,,,,293,Brand,Level 5 Tools,1,1,0,Size,4-801 - Rebuild Kit | 4-823 - 10 Pack Pump Gaskets | 4-824 - 10 Pack Filler O-Rings | 4-860 - Repair Kit,1,1,1,Level 5 Compound Pump Repair Parts,LEVEL5 Tools has a wide range of maintenance and/or rebuild kits available for its line of automatic drywall taping & finishing tools. Used for 4-771…,4-8,4463341011083,level-5-compound-pump-repair-parts,level 5 compound pump repair parts,,
Level 5 Tools,variation,4-801,4-801,,Level 5 Compound Pump Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.11,,,,0,,,46.42,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-801.jpg?v=1606135790,,,4-8,,,,,,1,Brand,Level 5 Tools,1,1,0,Size,4-801 - Rebuild Kit,1,1,1,Level 5 Compound Pump Repair Parts – 4-801 - Rebuild Kit,Level 5 Compound Pump Repair Parts – 4-801 - Rebuild Kit. LEVEL5 Tools has a wide range of maintenance and/or rebuild kits available for its line of automatic drywall taping &…,4-801,4463341011083,level-5-compound-pump-repair-parts,,,
Level 5 Tools,variation,4-823,4-823,,Level 5 Compound Pump Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.11,,,,0,,,77.24,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-823.jpg?v=1579292843,,,4-8,,,,,,2,Brand,Level 5 Tools,1,1,0,Size,4-823 - 10 Pack Pump Gaskets,1,1,1,Level 5 Compound Pump Repair Parts – 4-823 - 10 Pack Pump Gaskets,Level 5 Compound Pump Repair Parts – 4-823 - 10 Pack Pump Gaskets. LEVEL5 Tools has a wide range of maintenance and/or rebuild kits available for its line of automatic drywall taping &…,4-823,4463341011083,level-5-compound-pump-repair-parts,,,
Level 5 Tools,variation,4-824,4-824,,Level 5 Compound Pump Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.11,,,,0,,,23.69,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-824.jpg?v=1579292858,,,4-8,,,,,,3,Brand,Level 5 Tools,1,1,0,Size,4-824 - 10 Pack Filler O-Rings,1,1,1,Level 5 Compound Pump Repair Parts – 4-824 - 10 Pack Filler O-Rings,Level 5 Compound Pump Repair Parts – 4-824 - 10 Pack Filler O-Rings. LEVEL5 Tools has a wide range of maintenance and/or rebuild kits available for its line of automatic drywall taping &…,4-824,4463341011083,level-5-compound-pump-repair-parts,,,
Level 5 Tools,variation,4-860,4-860,,Level 5 Compound Pump Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.11,,,,0,,,59.22,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-860.jpg?v=1606135494,,,4-8,,,,,,4,Brand,Level 5 Tools,1,1,0,Size,4-860 - Repair Kit,1,1,1,Level 5 Compound Pump Repair Parts – 4-860 - Repair Kit,Level 5 Compound Pump Repair Parts – 4-860 - Repair Kit. LEVEL5 Tools has a wide range of maintenance and/or rebuild kits available for its line of automatic drywall taping &…,4-860,4463341011083,level-5-compound-pump-repair-parts,,,
Level 5 Tools,variable,4-76,4-76,,Level 5 MEGA Flat Box,1,0,visible,"A flat box is used in conjunction with a flat box handle to efficiently apply a crowned, feathered coat of joint compound over taped flat seams on walls and ceilings. LEVEL5 flat boxes feature a premium-grade aluminum housing that has been anodized…","<p>A flat box is used in conjunction with a flat box handle to efficiently apply a crowned, feathered coat of joint compound over taped flat seams on walls and ceilings.</p>
<p>LEVEL5 flat boxes feature a premium-grade aluminum housing that has been anodized for extreme durability and easy cleaning. They are fitted with a flexible brass blade holder and a stainless steel blade, as well as stainless steel skids and shoes. A crown adjustment dial provides six settings (including “wide open”), so the ideal amount of compound can be dispensed on the wall to ensure consistent, professional results.</p>
<p>LEVEL5 flat boxes have a premium composite pressure plate seal and beveled edges on the box housing ensure easy open and close. The pressure plate itself also opens extra wide for easy cleaning.</p>
<p>LEVEL5 flat boxes are outfitted with non-marring wheels with durable bearings for ultra-smooth operation.</p>
<p><strong>MEGA CAPACITY FLAT BOXES</strong></p>
<p>The MEGA capacity flat boxes can hold approximately 30% more compound than standard capacity flat boxes, enabling few trips back and forth to the pump. The trade off is that MEGA capacity flat boxes are bulkier and heavier when full due to their increased height. Ultimately, the choice between the two styles is a matter of personal preference.</p>
<p><strong>2ND GENERATION ENHANCEMENTS</strong></p>
<ul>
<li>Both the standard and MEGA capacity flat boxes feature higher compound capacities than previous generation.</li>
<li>All structural components are higher-gauge, aircraft-grade aluminum for durability, even under heavy commercial use.</li>
<li>New precision-machined billet aluminum body and side plates with bevelled edges.</li>
<li>Side plates are now black hard-coat anodized, significantly reducing the friction against the sweep gasket and lowering required push force.</li>
<li>New proprietary urethane sweep gasket provides less resistance, smoother operation and a better seal.</li>
<li>New hinged pressure plate provides a consistent push radius at all compound capacity levels.</li>
<li>Hinge opens wide for easy cleaning.</li>
<li>New high-durometer urethane rubber tires for more longevity.</li>
</ul>
<p><strong>TIPS &amp; TRICKS</strong></p>
<ul>
<li>Consistency of Compound - There are no strict guidelines for the consistency of the compound when using flat boxes, as it is a matter of personal preference. It is crucial to ensure that the compound is thick enough to avoid dripping down the walls or overflowing from the dispensing slot, but thin enough to be applied without excessive force. Some finishers prefer to use different consistencies depending on the surface they are working on (walls or ceilings).</li>
<li>Filling the Flat Box - The ideal way to fill the flat box is through the dispensing slot with a compound pump (#4-771) and a filler valve equipped with a flat box filler nozzle (both are included with the pump). It is also possible to manually fill the box by opening the hinged pressure plate.</li>
<li>Flat Box Handles - Flat box handles have a pinch break feature which enables you to lock the box at a specific angle and maintain it flat against the wall. To activate this mechanism, squeeze the trigger located at the end of the handle. PRO TIP: to prevent injury, keep light pressure on the pinch brake trigger when the flat box is not in use to avoid swinging and accidental contact with your knuckles or fingers.</li>
<li>First Coat - The first coat should be a ""fill"" coat, using the lowest crown setting of your choice (out of the 6 crown options). The purpose of this coat is to completely cover the tape and conceal the tape bevels. If you come across any air pockets or other imperfections, simply apply one or more passes over the seam until you are satisfied with the result.</li>
<li>Second Coat - After the first coat has dried, a second, thin layer can be applied using a slightly wider flat box to fill any imperfections and feather out the compound to hide the seam.</li>
<li>Final Result - When performed correctly, only two coats should be necessary, with minimal sanding required afterwards to achieve a professional finish.</li>
</ul>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Level 5 Tools > Automatic Tapers,"4-767, 4-768, 4-769, flat box, flatbox, Level 5, Automatic Taping Tools",,"https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-767_d10f7e0e-932a-4175-91ba-364983999695.jpg?v=1681432155, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-767-2.jpg?v=1681432156, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-767-3.jpg?v=1681432156, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-768_225381fc-74d1-4f86-8bef-710e7179d8e4.jpg?v=1681432155, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-768-2.jpg?v=1681432154, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-768-3.jpg?v=1681432154, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-769_f900e949-c813-42e3-8c9e-f6020d097540.jpg?v=1681432157, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-769-2.jpg?v=1681432157, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-769-3.jpg?v=1681432155, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/RP0621__68144_132a1cd9-0b9d-4bdf-9101-1ae59f5c2b26.jpg?v=1681432525",,,,,,,,,294,Brand,Level 5 Tools,1,1,0,Size,"7"" | 10"" | 12""",1,1,1,Level 5 MEGA Flat Box,"A flat box is used in conjunction with a flat box handle to efficiently apply a crowned, feathered coat of joint compound over taped flat seams on walls…",4-76,4463340585099,level-5-mega-flat-box,level 5 mega flat box,,
Level 5 Tools,variation,4-767,4-767,,Level 5 MEGA Flat Box,1,0,visible,,,,,taxable,,1,,,0,0,5.00,,,,0,,,558.10,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-767_d10f7e0e-932a-4175-91ba-364983999695.jpg?v=1681432155,,,4-76,,,,,,1,Brand,Level 5 Tools,1,1,0,Size,"7""",1,1,1,"Level 5 MEGA Flat Box – 7""","Level 5 MEGA Flat Box – 7"". A flat box is used in conjunction with a flat box handle to efficiently apply a crowned, feathered coat of joint…",4-767,4463340585099,level-5-mega-flat-box,,,
Level 5 Tools,variation,4-768,4-768,,Level 5 MEGA Flat Box,1,0,visible,,,,,taxable,,1,,,0,0,5.00,,,,0,,,571.19,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-768_225381fc-74d1-4f86-8bef-710e7179d8e4.jpg?v=1681432155,,,4-76,,,,,,2,Brand,Level 5 Tools,1,1,0,Size,"10""",1,1,1,"Level 5 MEGA Flat Box – 10""","Level 5 MEGA Flat Box – 10"". A flat box is used in conjunction with a flat box handle to efficiently apply a crowned, feathered coat of joint…",4-768,4463340585099,level-5-mega-flat-box,,,
Level 5 Tools,variation,4-769,4-769,,Level 5 MEGA Flat Box,1,0,visible,,,,,taxable,,1,,,0,0,5.00,,,,0,,,590.83,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-769_f900e949-c813-42e3-8c9e-f6020d097540.jpg?v=1681432157,,,4-76,,,,,,3,Brand,Level 5 Tools,1,1,0,Size,"12""",1,1,1,"Level 5 MEGA Flat Box – 12""","Level 5 MEGA Flat Box – 12"". A flat box is used in conjunction with a flat box handle to efficiently apply a crowned, feathered coat of joint…",4-769,4463340585099,level-5-mega-flat-box,,,
