Brands,MPN,SKU,Name,Short description,Description,features,price_display,Regular price,Images
TapeTech,59060,4408,059060 3-48 Stop Nut,,"Replacement Stopnut 3-48 Hex., Nyloc SST for TapeTech: 04TT, 05TT Automatic Tapers; 14TT MudRunner; and 40TT, 50TT Corner Finishers",,$0.99,0.99,https://www.shopamestools.com/Item_Images_AMES/4408_media_1.jpg | https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059060_M.jpg
TapeTech,59057,4407,059057 FA210 4-40 X 3/16 Bind Hd Screw,,,,$1.17,1.17,https://www.shopamestools.com/Item_Images_AMES/4407_media_1.jpg
TapeTech,59056,4406,059056 FA199 2-56 X 3/16 Bind Hd Screw,,,,$1.17,1.17,https://www.shopamestools.com/Item_Images_AMES/4406_media_1.jpg
TapeTech,59051,4405,059051 FA238 6-32 X 3/16 Fillister Screw,,,,$1.17,1.17,https://www.shopamestools.com/Item_Images_AMES/4405_media_1.jpg
TapeTech,59049,4404,059049 CT63 Gooser Needle,Gooser Feed Needle for all major brand Automatic Tapers fits: TapeTech- part # 059049 Drywall Master- part # T-058 Columbia- part CT#63 Blueline/Premier- part #...,Gooser Feed Needle for all major brand Automatic Tapers fits: TapeTech- part # 059049 Drywall Master- part # T-058 Columbia- part CT#63 Blueline/Premier- part # AT074 G2- part # 7040 Northstar- part # AT95 Will also fit Concorde and Tapemaster automatic tapers,TapeTech- part # 059049 | Drywall Master- part # T-058 | Columbia- part CT#63 | Blueline/Premier- part # AT074 | G2- part # 7040 | Northstar- part # AT95,$1.17,1.17,https://www.shopamestools.com/Item_Images_AMES/4404_media_1.jpg
TapeTech,59047,4403,059047 2-56 X 1/8 Bind Hd Screw,,,,$0.99,0.99,https://www.shopamestools.com/Item_Images_AMES/4403_media_1.jpg
TapeTech,059044,4402,059044 Insert,TapeTech Replacement Insert #059044,TapeTech Replacement Insert #059044,,$13.79,13.79,https://www.shopamestools.com/Item_Images_AMES/4402_media_1.jpg | https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059044_M.jpg
TapeTech,59040,4401,059040 O-Ring,TapeTech Replacement Buna O-Ring,TapeTech Replacement Buna O-Ring,,$0.99,0.99,https://www.shopamestools.com/Item_Images_AMES/4401_media_1.jpg | https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059040_M.jpg
TapeTech,59038,4400,059038 #4 Med. Spring Lockwasher,,"TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.",,$0.99,0.99,https://www.shopamestools.com/Item_Images_AMES/4400_media_1.jpg | https://s3.amazonaws.com/capmatfiles/product/MD-TapeTech_Lockwasher2.jpg
TapeTech,59037,4399,059037 4-40 X 1/4 Bind Hd Screw,,,,$1.17,1.17,https://www.shopamestools.com/Item_Images_AMES/4399_media_1.jpg
TapeTech,59029,4398,059029 6-32 X 5/8 Flat Hd Screw,,Screw 6-32 X 5/8 Fl.,,$0.99,0.99,https://www.shopamestools.com/Item_Images_AMES/4398_media_1.jpg | https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059029_M.jpg
TapeTech,59025,4397,059025 Cotter Pin,,,,$1.17,1.17,https://www.shopamestools.com/Item_Images_AMES/4397_media_1.jpg
TapeTech,59024,4396,059024 Chain Keeper Washer,,Chain Keeper,,$5.39,5.39,https://www.shopamestools.com/Item_Images_AMES/4396_media_1.jpg | https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059024_M.jpg
TapeTech,56022,4395,059022 Needle Spring,,,,$2.37,2.37,https://www.shopamestools.com/Item_Images_AMES/4395_media_1.jpg
TapeTech,59021,4394,059021 4-40 X 5/32 Slot Bind Hd Screw,,,,$0.99,0.99,https://www.shopamestools.com/Item_Images_AMES/4394_media_1.jpg
TapeTech,59020,4393,059020 FA241 6-32 X 3/8 Bind Hd Slot Screw SS,,,,$1.17,1.17,https://www.shopamestools.com/Item_Images_AMES/4393_media_1.jpg
TapeTech,59018,4392,059018 6-32 Thin Pattern Stopnut,,,,$1.17,1.17,https://www.shopamestools.com/Item_Images_AMES/4392_media_1.jpg
TapeTech,59016,4391,059016 FA229 #6 Med. Spring Lockwasher,,,,$1.17,1.17,https://www.shopamestools.com/Item_Images_AMES/4391_media_1.jpg
TapeTech,59015,4390,059015 6-32 X 1/4 Fillister Hd Scre,,,,$1.17,1.17,https://www.shopamestools.com/Item_Images_AMES/4390_media_1.jpg
TapeTech,59014,4389,059014 FA212 4-40 X 3/16 Truss Hd Screw,,Replacement Screw 4-40 X 3/16 for TapeTech 04TT and 05TT Automatic Tapers,,$0.99,0.99,https://www.shopamestools.com/Item_Images_AMES/4389_media_1.jpg | https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059014_M.jpg
TapeTech,59013,4388,059013 6-32 X 5/16 Round Hd Screw,,Screw 6-32 X 5/16 Rd.,,$0.99,0.99,https://www.shopamestools.com/Item_Images_AMES/4388_media_1.jpg | https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059013_M.jpg
TapeTech,59012,4387,059012 6-32 X 3/8 Fillister Hd Scre,,,,$1.17,1.17,https://www.shopamestools.com/Item_Images_AMES/4387_media_1.jpg
TapeTech,59010,4386,059010 CT15 Roller Axle Spring,,,,$1.17,1.17,https://www.shopamestools.com/Item_Images_AMES/4386_media_1.jpg
TapeTech,59005,4385,059005 4-40 Hex Nut,"TapeTech 059005, Drywall Master T-019","TapeTech 059005, Drywall Master T-019",,$0.99,0.99,https://www.shopamestools.com/Item_Images_AMES/4385_media_1.jpg | https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059005_M.jpg
TapeTech,58241,4384,058241 Tape Keeper,,,,$9.86,9.86,https://www.shopamestools.com/Item_Images_AMES/4384_media_1.jpg
TapeTech,058126F,4383,058126 Stainless Steel Drive Chain,"Stainless Steel Drive Chain is compatible with TapeTech, Drywall Master, Columbia, Goldblatt G2, Northstar, Blue 2 and Concorde automatic drywall tapers.","Stainless Steel Drive Chain is compatible with TapeTech, Drywall Master, Columbia, Goldblatt G2, Northstar, Blue 2 and Concorde automatic drywall tapers. Brand part numbers include: TapeTech- 058126F Drywall Master- T-089 Columbia- CT78 Goldblatt G2- 7104 Northstar- AT-105 Blue 2- B079",TapeTech- 058126F | Drywall Master- T-089 | Columbia- CT78 | Goldblatt G2- 7104 | Northstar- AT-105 | Blue 2- B079,$81.69,81.69,https://www.shopamestools.com/Item_Images_AMES/4383_media_1.jpg
TapeTech,056248G,4382,056248 TapeTech Taper Tube (Gold),Automatic Drywall Taper Main Tube for TapeTech (Gold) fits: TapeTech EasyClean Taper 04TT/07TT- part #056248 TapeTech Standard Taper 05TT- part #056248,Automatic Drywall Taper Main Tube for TapeTech (Gold) fits: TapeTech EasyClean Taper 04TT/07TT- part #056248 TapeTech Standard Taper 05TT- part #056248,TapeTech EasyClean Taper 04TT/07TT- part #056248 | TapeTech Standard Taper 05TT- part #056248,$395.09,395.09,https://www.shopamestools.com/Item_Images_AMES/4382_media_1.jpg | https://s3.amazonaws.com/gmscom/master/media-common/product/TTT056248G_M.jpg
TapeTech,056100F,4380,TapeTech Replacement Taper Head Casting #056100,TapeTech Replacement EasyClean® Taper Head Casting #056100.,TapeTech Replacement EasyClean® Taper Head Casting #056100.,,$134.99,134.99,https://www.shopamestools.com/Item_Images_AMES/4380_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/4380_media_2.jpg | https://s3.amazonaws.com/gmscom/master/media-common/product/TTT056100F_M.jpg
TapeTech,054245F,4378,054245 Creaser Trigger Assembly,Creaser Trigger Assembly Drywall Master & TapeTech Tapers fits: TapeTech- part # 154245 (Older models) Drywall Master- part # T-139,Creaser Trigger Assembly Drywall Master & TapeTech Tapers fits: TapeTech- part # 154245 (Older models) Drywall Master- part # T-139,TapeTech- part # 154245 (Older models) | Drywall Master- part # T-139,$61.19,61.19,https://www.shopamestools.com/Item_Images_AMES/4378_media_1.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/TTT054245F_M.jpg
TapeTech,54219,4377,054219 Control Extension Arm,,,,$54.99,54.99,https://www.shopamestools.com/Item_Images_AMES/4377_media_1.jpg
TapeTech,054209F,4376,054209 Cable,Main cable for automatic drywall tapers connects main tube plunger to cable drum. Cable is compatible with the following automatic drywall tapers: TapeTech Tape...,Main cable for automatic drywall tapers connects main tube plunger to cable drum. Cable is compatible with the following automatic drywall tapers: TapeTech Taper Cable- 054209F Drywall Master Taper Cable- T-109 Columbia Taper Cable- CT72 Goldblatt/G2/Level5 Taper Cable- 7137 Northstar Taper Cable- AT-29 Blueline Taper Cable- AT248 Premier Taper Cable- AT248,TapeTech Taper Cable- 054209F | Drywall Master Taper Cable- T-109 | Columbia Taper Cable- CT72 | Goldblatt/G2/Level5 Taper Cable- 7137 | Northstar Taper Cable- AT-29 | Blueline Taper Cable- AT248 | Premier Taper Cable- AT248,$9.51,9.51,https://www.shopamestools.com/Item_Images_AMES/4376_media_1.jpg
TapeTech,054118F,4374,054118F Drive Dog Holder,Drive Dog Holder for TapeTech and Drywall Master AutoTapers fits: TapeTech- part#054118 Drywall Master- part #T-167,Drive Dog Holder for TapeTech and Drywall Master AutoTapers fits: TapeTech- part#054118 Drywall Master- part #T-167,TapeTech- part#054118 | Drywall Master- part #T-167,$33.19,33.19,https://www.shopamestools.com/Item_Images_AMES/4374_media_1.jpg | https://s3.amazonaws.com/gmscom/master/media-common/product/TTT054118F_M.jpg
TapeTech,054116F,4373,054116 Drive Dog,,Drive Dog Assembly,,$26.29,26.29,https://www.shopamestools.com/Item_Images_AMES/4373_media_1.jpg | https://s3.amazonaws.com/gmscom/master/media-common/product/TTT054116F_M.jpg
TapeTech,054114F,4372,054114 Sprocket Driver Assembly,,Replacement sprocket assembly for TapeTech 04TT and 05TT Automatic Tapers.,,$95.09,95.09,https://www.shopamestools.com/Item_Images_AMES/4372_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/4372_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/4372_media_3.jpg | https://s3.amazonaws.com/gmscom/master/media-common/product/TTT054114F_M.jpg
TapeTech,054111,4371,054111 Gooser Guide,Gooser Guide for TapeTech and Drywall Master Automatic Tapers TapeTech- part # 054111 Drywall Master- Part # T-050 Will also fit Northstar and Concorde automati...,Gooser Guide for TapeTech and Drywall Master Automatic Tapers TapeTech- part # 054111 Drywall Master- Part # T-050 Will also fit Northstar and Concorde automatic tapers,TapeTech- part # 054111 | Drywall Master- Part # T-050,$17.19,17.19,https://www.shopamestools.com/Item_Images_AMES/4371_media_1.jpg | https://s3.amazonaws.com/capmatfiles/product/MD-TapeTech_Bushing.jpg
TapeTech,54104,4370,054104 Tape Runner Assembly - Left,Tape Runner Assembly - Left,Tape Runner Assembly - Left,,$35.49,35.49,https://www.shopamestools.com/Item_Images_AMES/4370_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/4370_media_2.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/TTT054075_M.jpg
TapeTech,54101,4369,054101 Tape Guide Assembly,,"TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.",,$8.03,8.03,https://www.shopamestools.com/Item_Images_AMES/4369_media_1.jpg | https://s3.amazonaws.com/gmscom/master/media-common/product/TTT054101_M.jpg
TapeTech,054096F,4368,054096 Short Creaser Assembly,,Short Creaser Assembly,,$15.39,15.39,https://www.shopamestools.com/Item_Images_AMES/4368_media_1.jpg | https://s3.amazonaws.com/gmscom/master/media-common/product/TTT054096F_M.jpg
TapeTech,054095F,4367,054095 Long Creaser Assembly,"Long Creaser Arm for TapeTech and Drywall Master AutoTapers fits: TapeTech- part #054095 Drywall Master- part #T-041S Stainless-steel pin, welded for extreme re...","Long Creaser Arm for TapeTech and Drywall Master AutoTapers fits: TapeTech- part #054095 Drywall Master- part #T-041S Stainless-steel pin, welded for extreme reliability","TapeTech- part #054095 | Drywall Master- part #T-041S | Stainless-steel pin, welded for extreme reliability",$26.29,26.29,https://www.shopamestools.com/Item_Images_AMES/4367_media_1.jpg | https://s3.amazonaws.com/gmscom/master/media-common/product/TTT054095F_M.jpg
TapeTech,54075,4366,054075 Tape Runner Assembly - Right,Tape Runner Assembly - Right,Tape Runner Assembly - Right,,$35.49,35.49,https://www.shopamestools.com/Item_Images_AMES/4366_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/4366_media_2.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/TTT054075_M.jpg
TapeTech,054059F,4365,054059 Filler Valve Tube,"Filler tube only. Requires valve #4365, spring #4409, Nut #4408","Filler tube only. Requires valve #4365, spring #4409, Nut #4408",,$37.49,37.49,https://www.shopamestools.com/Item_Images_AMES/4365_media_1.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/354064F_M.jpg
TapeTech,054048F,4364,054048 Baffle Plate Assembly,,,,$26.99,26.99,https://www.shopamestools.com/Item_Images_AMES/4364_media_1.jpg
TapeTech,054032F,4363,054032 Push Rod Assembly,Push Rod Assembly for TapeTech and Drywall Master AutoTapers fits: TapeTech- part #054032 Drywall Master- part #T-175-176S All stainless-steel for best durabili...,Push Rod Assembly for TapeTech and Drywall Master AutoTapers fits: TapeTech- part #054032 Drywall Master- part #T-175-176S All stainless-steel for best durability,TapeTech- part #054032 | Drywall Master- part #T-175-176S | All stainless-steel for best durability,$53.99,53.99,https://www.shopamestools.com/Item_Images_AMES/4363_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/4363_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/4363_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/4363_media_4.jpg | https://s3.amazonaws.com/gmscom/master/media-common/product/TTT054032F_M.jpg
TapeTech,54028,4362,054028 Gooser Body Assembly,TapeTech Replacement Gooser Body Assembly for TapeTech Automatic Drywall Tapers,TapeTech Replacement Gooser Body Assembly for TapeTech Automatic Drywall Tapers,,$18.89,18.89,https://www.shopamestools.com/Item_Images_AMES/4362_media_1.jpg | https://s3.amazonaws.com/gmscom/master/media-common/product/TTT054028_M.jpg
TapeTech,55007,4361,055007 CT16 Brake Roller,Compatible with the following brands of automatic tapers. TapeTech: 055007 BlueLine: ATA089 Drywall Master: T-039S Columbia: CT16,Compatible with the following brands of automatic tapers. TapeTech: 055007 BlueLine: ATA089 Drywall Master: T-039S Columbia: CT16,TapeTech: 055007 | BlueLine: ATA089 | Drywall Master: T-039S | Columbia: CT16,$13.99,13.99,https://www.shopamestools.com/Item_Images_AMES/4361_TapeTechPart055007_001.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/IMAGE_COMING_SOON_M.jpg
TapeTech,CNA-TT,4360,TapeTech Ez Wash Adapters CNA-TT,"TapeTech Ez Wash Adapters CNA-TT Clean your Automatic Taper with ease! EZ Wash adapters screw onto the end of a conventional spray nozzle, and allow you to blas...","TapeTech Ez Wash Adapters CNA-TT Clean your Automatic Taper with ease! EZ Wash adapters screw onto the end of a conventional spray nozzle, and allow you to blast water into the taper head and tube through the fill spout. Clean-up has never been so easy!",,$16.00,16.0,https://www.shopamestools.com/Item_Images_AMES/4360_media_001.jpg | https://www.shopamestools.com/Item_Images_AMES/4360_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/4360_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/4360_media_3.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/TTTCNATT_M.jpg
TapeTech,90TT,,TapeTech Filler Adapter,,"The TapeTech 90T Filler Adapter attaches to the TapeTech 72TT or 76TT EasyClean™ Pumps to fill Corner Applicators, Nail Spotters and EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing boxes with joint compound. Use with gasket 700049 (not included).",,,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT90TT_M.jpg
TapeTech,15TTEWOH,,TapeTech Inside Corner Roller w/o Handle,,The TapeTech Inside Corner Roller quickly and accurately embeds the tape firmly into the internal corners of the drywall. Use the corner roller immediately after applying joint tape to the internal corner with the automatic taper. The corner roller forces excess joint compound out from behind the tape in preparation for the corner finisher. The TapeTech Corner Roller features stainless steel rollers for crisp edges and long life. Features Embeds tape into compound at inside corners of walls and ceilings Forces excess joint compound out of corner in preparation for corner finisher/flusher to smooth,Embeds tape into compound at inside corners of walls and ceilings | Forces excess joint compound out of corner in preparation for corner finisher/flusher to smooth,,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT15TTEWOH_M.jpg
TapeTech,85TT,,TapeTech Gooseneck Adapter,,"The TapeTech 85T Gooseneck Adapter is used with either the 72TT, 73TT or 76TT loading pump to fill the automatic taper. It features a heavy duty, durable design to provide years of service. Use with gasket 700049 (for 72TT or 73TT only - not included). Features Integrated foot for stability Efficiently fills TapeTech automatic tapers",Integrated foot for stability | Efficiently fills TapeTech automatic tapers,,,https://s3.amazonaws.com/gmscom/master/media-common/product/TA85TTmedium.jpg
TapeTech,AMERK4006,,"Feather Lite Finishing Knife with Texture Handle - 6""",,"Flexible Blue Steel blade Lightweight and balanced for effortless taping and finishing Strong, yet very comfortable plastic handle","Flexible Blue Steel blade | Lightweight and balanced for effortless taping and finishing | Strong, yet very comfortable plastic handle",,,https://s3.amazonaws.com/tswfastcomfiles/product/AMERK4006_M.jpg
TapeTech,AMEMP0012,,12 in AMES Feather-Lite Stainless Steel Pan,,AMES offers a variety of drywall tools for all your drywall and plastering needs.,,,,https://s3.amazonaws.com/capmatfiles/product/MD-ames_featherlitemudpans.jpg
TapeTech,305045G,,12 in TapeTech EZ Roll Wheels Axle Standard,,"TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.",,,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT305045G_M.jpg
TapeTech,255045G,,"10"" Axle Standard EZ Roll Wheels",,"10"" Axle Standard EZ Roll Wheels",,,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT255045G_M.jpg
TapeTech,AMEAB0003,,Ames Cobra Banjo Replacement Cutting Blade AB0003,,Replacement cutting blade for the Ames AB0004 Cobra Drywall Tape Banjo.,,,,https://s3.amazonaws.com/tswfastcomfiles/product/AMEAB0003_M.jpg
TapeTech,051001,,TapeTechï¿½ï¿½ 051001 Outlet Valve Handle,,Replacement outlet valve handle for TapeTech 04TT and 05TT Automatic Tapers (Replaced Code - 050001),,,,https://s3.amazonaws.com/capmatfiles/product/MD-TTT051001_L.jpg
TapeTech,0521496,,Sprocket Bushing [6],,Sprocket Bushing [6],,,,https://s3.amazonaws.com/kodarisfiles2/images/product/product_image_blank_2.png
TapeTech,052125,,Sprocket Driver,,SPROCKET DRIVER,,,,https://s3.amazonaws.com/gmscom/master/media-common/product/052125_med.jpg
TapeTech,050110F,,Driver Shaft,,Driver Shaft for Automatic Drywall Taper,,,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT050110F_L.jpg
TapeTech,052403,,PLUNGER STOP LOCKING STRAP,,PLUNGER STOP LOCKING STRAP,,,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT052403_L.jpg
